Name,DOB,Cons,Cons Party,Cons Electoral District,I,I Party,I Electoral District,II,II Party,II Electoral District,III,III Party,III Electoral District,IV,IV Party,IV Electoral District,V,V Party,V Electoral District,VI,VI Party,VI Electoral District,VII,VII Party,VII Electoral District,VIII,VIII Party,VIII Electoral District,IX,IX Party,IX Electoral District,X,X Party,X Electoral District,XI,XI Party,XI Electoral District,XII,XII Party,XII Electoral District,XIII,XIII Party,XIII Electoral District,XIV,XIV Party,XIV Electoral District,XV,XV Party,XV Electoral District
Manuel Gonçalves Valente Fernandes,,0,,,0,,,0,,,0,,,0,,,1,Independente desde 1990-12-10  PEV até 1990-12-10,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Marcos Manuel Rolo Antunes,,0,,,0,,,0,,,0,,,0,,,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Aurora Margarida de Carvalho Santos Borges de Carvalho,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Ana Eiró da Silva Medeiros,,0,,,0,,,0,,,0,,,0,,,1,PS,AÇORES,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Antónia Corga de Vasconcelos Dias Pinho E Melo,,0,,,0,,,0,,,0,,,0,,,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria do Céu Fernandes Oliveira Esteves,,0,,,0,,,0,,,0,,,0,,,1,PS,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria João Pires Godinho Antunes,,0,,,0,,,0,,,0,,,1,PSD,GUARDA,1,PSD,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Marília Teresa Teixeira Barros Ferreira,,0,,,0,,,0,,,0,,,0,,,1,PSD,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mario Manuel Cal Brandão,,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mário Ferreira Bastos Raposo,,0,,,1,PPD,COIMBRA,1,PSD,COIMBRA,0,,,0,,,1,PSD,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mário Augusto Sottomayor Leal Cardia,,1,PS,LISBOA,1,PS,LISBOA,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mary Patrícia Pinheiro Correia E Lança,,0,,,0,,,0,,,0,,,0,,,1,PSD,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mateus Manuel Lopes de Brito,,0,,,0,,,0,,,0,,,0,,,1,PSD,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Miguel António Monteiro Galvão Teles,,0,,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Henrique Alberto Freitas do Nascimento Rodrigues,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,1,PSD,EUROPA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Natália de Oliveira Correia,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Natalina Pessoa Milhano Pintão,,0,,,0,,,0,,,0,,,0,,,1,PSD,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Nuno Manuel Brederode Rodrigues dos Santos,,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Nuno Miguel Salgueiro Ferreira Silvestre,,0,,,0,,,0,,,0,,,0,,,1,PSD,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Octávio Floriano Rodrigues Pato,,1,PCP,LISBOA,1,PCP,SANTARÉM,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Orlando Moreira de Campos Cruz,,0,,,0,,,0,,,0,,,0,,,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Raimundo do Céu Cabral,,0,,,0,,,1,PCP,SANTARÉM,1,PCP,SANTARÉM,0,,,1,PCP,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António dos Santos Ramalho Eanes,,0,,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Raúl Manuel Gouveia Bordalo Junqueiro,,0,,,0,,,0,,,0,,,1,PS,VISEU,1,PS,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Reinaldo Alberto Ramos Gomes,,0,,,1,PSD,LEIRIA,1,PSD,LEIRIA,1,PSD,LEIRIA,1,PSD,LEIRIA,1,PSD,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Ricardo Manuel Rodrigues de Barros,,0,,,0,,,0,,,1,PS,AÇORES,1,PS,AÇORES,1,PS,AÇORES,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rogério Paulo Sardinha de Sousa Moreira,,0,,,0,,,0,,,0,,,1,PCP,LISBOA,1,PCP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rosa Maria Ferreira Tomé E Costa,,0,,,0,,,0,,,0,,,0,,,1,PSD,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rui Alberto Barradas do Amaral,,0,,,1,PSD,PORTO,1,PSD,PORTO,1,PSD,PORTO,1,PSD,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rui José dos Santos Silva,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José da Silva Lopes,,0,,,0,,,0,,,0,,,1,PRD,PORTO,1,PRD,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel da Silva Torres,,0,,,0,,,0,,,0,,,0,,,1,PSD,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Valdemar Cardoso Alves,,0,,,1,PSD,AVEIRO,1,PSD,AVEIRO,0,,,1,PSD,AVEIRO,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José de Vargas Bulcão,,0,,,0,,,1,PSD,AÇORES,1,PSD,AÇORES,1,PSD,AÇORES,1,PSD,AÇORES,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Vasco da Gama Lopes Fernandes,,1,PS,LEIRIA,1,Independente desde 1979-03-21  PS até 1979-03-21,LEIRIA,0,,,0,,,1,PRD,LISBOA,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Victor Manuel Ávila da Silva,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António José Monteiro Vidigal Amaro,,0,,,0,,,1,PCP,ÉVORA,1,PCP,ÉVORA,1,PCP,ÉVORA,1,PCP,ÉVORA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Vítor Manuel Ribeiro Constâncio,,0,,,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Walter Lopes Teixeira,,0,,,0,,,0,,,0,,,0,,,1,PSD,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Rosado Correia,,0,,,0,,,0,,,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel Maria Portugal da Fonseca,,0,,,1,PSD,AVEIRO,1,PSD,AVEIRO,1,PSD,AVEIRO,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim da Silva Martins,,0,,,0,,,0,,,0,,,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Frederico Vieira de Moura,,0,,,0,,,0,,,1,PS,AVEIRO,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José de Almeida Valente,,0,,,0,,,0,,,1,PS,AVEIRO,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Aníbal José da Costa Campos,,0,,,0,,,0,,,0,,,1,PRD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rui de Sá E Cunha,,0,,,0,,,0,,,0,,,1,PRD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Emanuel Corujo Lopes,,0,,,0,,,0,,,0,,,1,PRD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Lopes Ferreira Casal,,0,,,0,,,0,,,0,,,1,PRD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Fernando de Almeida Ferreira Mendes,,0,,,0,,,0,,,0,,,1,PCP,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Vasco de Mello Silva César de Menezes,,0,,,0,,,0,,,0,,,1,CDS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Horácio Alves Marçal,,0,,,0,,,0,,,1,CDS,AVEIRO,1,CDS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Ruy Manuel Correia de Seabra,,0,,,0,,,0,,,1,CDS,AVEIRO,1,CDS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Eduardo de Oliveira E Sousa,,0,,,0,,,1,CDS,AVEIRO,1,CDS,AVEIRO,1,CDS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Alberto Vieira Dias,,0,,,0,,,0,,,0,,,1,CDS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Francisco Miguel Duarte,,1,PCP,BEJA,1,PCP,BEJA,1,PCP,BEJA,1,PCP,BEJA,1,PCP,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Belchior Alves Pereira,,0,,,0,,,0,,,1,PCP,BEJA,1,PCP,BEJA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Bento Aniceto Calado,,0,,,0,,,0,,,0,,,1,PCP,BEJA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Carneiro de Barros Domingues,,0,,,0,,,1,PSD,BRAGA,0,,,1,PSD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Octávio Júlio de Almeida Pereira Machado,,0,,,0,,,1,PSD,BRAGA,0,,,1,PSD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Agostinho de Jesus Domingues,,1,PS,BRAGA,1,PS,BRAGA,0,,,1,PS,BRAGA,1,PS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António José Fernandes,,0,,,0,,,0,,,0,,,1,PRD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Sérgio Machado dos Santos,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Vitorino da Silva Costa,,0,,,0,,,0,,,0,,,1,PRD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Luís Correia de Azevedo,,0,,,0,,,0,,,0,,,1,PRD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Torcato Dias Ferreira,,0,,,0,,,0,,,0,,,1,PRD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Luís da Cruz Vilaça,,0,,,0,,,1,CDS,BRAGA,1,CDS,COIMBRA,1,CDS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Henrique José Cardoso de Menezes Pereira de Moraes,,0,,,1,CDS,BRAGA,1,CDS,BRAGA,1,CDS,BRAGA,1,CDS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel Afonso de Almeida Pinto,,0,,,0,,,1,CDS,BRAGA,1,CDS,BRAGA,1,CDS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Casimiro António Pires,,0,,,1,PSD,BRAGANÇA,1,PSD,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Maria Peixoto Coutinho,,0,,,0,,,0,,,0,,,1,PSD,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Amadeu Augusto Pires,,0,,,0,,,0,,,1,PS,BRAGANÇA,1,PS,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Hernâni Torres Moutinho,,0,,,0,,,1,CDS,BRAGANÇA,1,CDS,BRAGANÇA,1,CDS,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Luís Monteiro Pereira Seixas,,0,,,0,,,0,,,0,,,1,CDS,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel Crucho Esteves Robalo,,0,,,0,,,0,,,0,,,1,PSD,CASTELO BRANCO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António José Marques Mendes,,0,,,0,,,0,,,0,,,1,PRD,CASTELO BRANCO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Maria Paulouro,,0,,,0,,,0,,,0,,,1,PRD,CASTELO BRANCO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Henrique Luís Esteves Bairrão,,0,,,0,,,0,,,0,,,1,PSD,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Manuel Barata Portugal,,0,,,1,Independente desde 1979-04-18  PPD até 1979-04-18,COIMBRA,0,,,1,PSD,COIMBRA,1,PSD,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Maria Bernardes Barranca,,0,,,0,,,0,,,0,,,1,PSD,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Arménio Ramos de Carvalho,,0,,,0,,,0,,,0,,,1,PRD,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Artur Trindade Sá Furtado,,0,,,0,,,0,,,0,,,1,PRD,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Fernando Rodrigues Costa,,0,,,0,,,0,,,0,,,1,PRD,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Jaime dos Santos Serra,,1,PCP,LISBOA,1,PCP,SETÚBAL,0,,,1,PCP,COIMBRA,1,PCP,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Carlos Abrantes,,0,,,0,,,1,PCP,COIMBRA,1,PCP,COIMBRA,1,PCP,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos José Machado Laranjeira Pereira,,0,,,0,,,0,,,0,,,1,CDS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel Correia de Oliveira,,0,,,0,,,0,,,0,,,1,CDS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Joaquim Gervásio,,1,PCP,PORTALEGRE,1,PCP,PORTALEGRE,1,PCP,ÉVORA,0,,,1,PCP,ÉVORA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Custódio Jacinto Gingão,,0,,,1,PCP,ÉVORA,1,PCP,ÉVORA,1,PCP,ÉVORA,1,PCP,ÉVORA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Carmelo Lobo,,0,,,0,,,0,,,0,,,1,PRD,ÉVORA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António João de Brito Percheiro Santos,,0,,,0,,,0,,,0,,,1,PRD,ÉVORA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Ferdinando Lourenço de Gouveia,,0,,,0,,,0,,,1,PS,FARO,1,PS,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Magalhães Barros Feu,,0,,,0,,,0,,,0,,,1,PRD,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Barros Madeira,,0,,,0,,,0,,,0,,,1,PRD,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel Gomes Guerreiro,,0,,,0,,,0,,,0,,,1,PRD,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Margarida Carmo Tengarrinha Campos Costa,,0,,,0,,,0,,,1,PCP,FARO,1,PCP,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Estevão Correia da Cruz,,0,,,0,,,0,,,0,,,1,PCP,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Arménio Jerónimo Martins Matias,,0,,,0,,,1,PSD,LISBOA,0,,,1,PSD,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Carlos Travassos Relva,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Augusto Limão de Andrade,,0,,,0,,,0,,,0,,,1,PSD,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Veiga Simão,,0,,,0,,,0,,,1,PS,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando Henriques Lopes,,0,,,0,,,0,,,1,PS,GUARDA,1,PS,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Maria Andrade Pereira,,0,,,0,,,0,,,1,CDS,GUARDA,1,CDS,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Adelaide Lucas Pires Ribeiro Soares,,0,,,0,,,0,,,0,,,1,CDS,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Francisco Manuel de Menezes Falcão,,0,,,0,,,1,CDS,LEIRIA,1,CDS,LEIRIA,1,CDS,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Alberto Paiva Seabra Rosa,,0,,,0,,,0,,,0,,,1,PRD,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Lopes Marques,,0,,,0,,,0,,,0,,,1,PRD,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Montez Melancia,,0,,,0,,,0,,,0,,,1,PS,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Leonel de Sousa Fadigas,,0,,,0,,,1,PS,LEIRIA,1,PS,LEIRIA,1,PS,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Gomes dos Santos,,0,,,1,PCP,LEIRIA,1,PCP,LEIRIA,1,PCP,LEIRIA,1,PCP,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Saúl Feteira Fragata,,0,,,0,,,0,,,0,,,1,PCP,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Francisco José Pereira Pinto Balsemão,,1,PPD,LISBOA,1,PPD,PORTO,0,,,0,,,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rui Manuel de Oliveira Costa,,0,,,0,,,0,,,1,PSD,LISBOA,1,Independente desde 1986-06-24  PSD até 1986-06-24,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António do Nascimento Machado Lourenço,,0,,,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Filipe de Mendonça Athayde de Carvalhosa,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando José Próspero Luís,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Amadeu Vasconcelos Matias,,0,,,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Manuel Alves Nunes do Valle,1938-07-26,0,,,0,,,0,,,0,,,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Carlos Torres Matos de Vasconcelos,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Ivo Jorge de Almeida dos Santos Pinho,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Vasco Pinto da Silva Marques,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel dos Santos Messias Silvestre,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Cristina Gomes da Silva Cardoso de Albuquerque,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Alberto da Silva Narciso Martins,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Tiago Gameiro Rodrigues Bastos,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Daniel Pacheco Amaral,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Aldónio Simões Gomes,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Victor Manuel Lopes Vieira,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Marques do Carmo Mendes Tengarrinha,,1,MDP/CDE,LISBOA,1,MDP/CDE,LISBOA,1,MDP/CDE,LISBOA,1,MDP/CDE,LISBOA,1,MDP/CDE,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Alda Barbosa Nogueira,,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mário Alberto Nobre Lopes Soares,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Odete de Jesus Filipe,,0,,,0,,,0,,,1,PCP,SETÚBAL,1,PCP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rui Fernando Pereira Mateus,,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Jorge de Pinho Campinos,,0,,,1,PS,FUNCHAL,0,,,0,,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Teófilo Carvalho dos Santos,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Alfredo José Sómera Simões Barroso,,0,,,0,,,1,PS,LEIRIA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Walter Ruivo Pinto Gomes Rosa,,0,,,1,PS,LEIRIA,0,,,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Gonçalves Janeiro,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mário Nunes da Silva,,1,PS,LISBOA,0,,,0,,,0,,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
